qseqid,sseqid,staxid,ssciname,scomname,sskingdom,pident,length,qlen,slen,mismatch,gapopen,gaps,qstart,qend,sstart,send,stitle,evalue,bitscore,qcovs,qcovhsp
Zotu149,gi|1631961171|gb|MH197042.1|,74448,Dendostrea frons,Dendostrea frons,Eukaryota,99.013,304,304,397,3,0,0,1,304,80,383,"Dendostrea frons isolate Port Papeete-1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",2.41E-147,535,100,100
Zotu149,gi|1934895134|gb|MW277847.1|,2790775,Ostreidae sp. HAW01,Ostreidae sp. HAW01,Eukaryota,99.013,304,304,649,3,0,0,1,304,346,649,"Ostreidae sp. HAW01 voucher UF:Invertebrate Zoology:508018-Mollusca cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",2.41E-147,535,100,100
Zotu149,gi|2125174950|gb|MT635133.1|,1168138,Dendostrea sandvichensis,Dendostrea sandvichensis,Eukaryota,98.684,304,304,16338,4,0,0,1,304,453,756,"Dendostrea sandvichensis mitochondrion, complete genome",2.93E-146,531,100,100
Zotu149,gi|2020513531|gb|MW843009.1|,74448,Dendostrea frons,Dendostrea frons,Eukaryota,98.684,304,304,613,4,0,0,1,304,294,597,"Dendostrea frons voucher P1-23-2018 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",2.93E-146,531,100,100
Zotu153,gi|2429124219|gb|OM902288.1|,2934040,Harveylithon sp. 9,Harveylithon sp. 9,Eukaryota,98.083,313,313,664,6,0,0,1,313,352,664,"Harveylithon sp. 9 voucher GH0015301 cytochrome oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",2.04E-148,538,100,100
Zotu177,gi|1631961175|gb|MH197044.1|,74448,Dendostrea frons,Dendostrea frons,Eukaryota,99.671,304,304,397,1,0,0,1,304,80,383,"Dendostrea frons isolate Port Papeete-3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",4.65E-150,545,100,100
Zotu183,gi|1934896616|gb|MW278587.1|,2790727,Chaetopterus sp. JMM09,Chaetopterus sp. JMM09,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Chaetopterus sp. JMM09 voucher UF:Invertebrate Zoology:5509-Annelida cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu183,gi|1934895400|gb|MW277980.1|,2790727,Chaetopterus sp. JMM09,Chaetopterus sp. JMM09,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Chaetopterus sp. JMM09 voucher UF:Invertebrate Zoology:5418-Annelida cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu183,gi|1934895396|gb|MW277978.1|,2790727,Chaetopterus sp. JMM09,Chaetopterus sp. JMM09,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Chaetopterus sp. JMM09 voucher UF:Invertebrate Zoology:5416-Annelida cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu183,gi|1934895364|gb|MW277962.1|,2790727,Chaetopterus sp. JMM09,Chaetopterus sp. JMM09,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Chaetopterus sp. JMM09 voucher UF:Invertebrate Zoology:5405-Annelida cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu183,gi|1229034147|gb|KX896502.1|,2606724,Chaetopterus cf. longipes JM-2019,Chaetopterus cf. longipes JM-2019,Eukaryota,99.042,313,313,658,3,0,0,1,313,346,658,"Chaetopterus cf. longipes JM-2019 voucher SIO-BIC A3625 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial",3.24E-152,552,100,100
Zotu183,gi|1934896858|gb|MW278708.1|,2790727,Chaetopterus sp. JMM09,Chaetopterus sp. JMM09,Eukaryota,98.722,313,313,658,4,0,0,1,313,346,658,"Chaetopterus sp. JMM09 voucher UF:Invertebrate Zoology:6260-Annelida cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",3.94E-151,547,100,100
Zotu183,gi|1934896276|gb|MW278417.1|,2790727,Chaetopterus sp. JMM09,Chaetopterus sp. JMM09,Eukaryota,98.722,313,313,658,4,0,0,1,313,346,658,"Chaetopterus sp. JMM09 voucher UF:Invertebrate Zoology:5488-Annelida cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",3.94E-151,547,100,100
Zotu211,gi|459938129|gb|KC594121.1|,1112348,Bestiolina similis,Bestiolina similis,Eukaryota,100,313,313,673,0,0,0,1,313,354,666,"Bestiolina similis isolate 30BS5 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu226,gi|1934896858|gb|MW278708.1|,2790727,Chaetopterus sp. JMM09,Chaetopterus sp. JMM09,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Chaetopterus sp. JMM09 voucher UF:Invertebrate Zoology:6260-Annelida cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu226,gi|1934896276|gb|MW278417.1|,2790727,Chaetopterus sp. JMM09,Chaetopterus sp. JMM09,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Chaetopterus sp. JMM09 voucher UF:Invertebrate Zoology:5488-Annelida cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu226,gi|1934896616|gb|MW278587.1|,2790727,Chaetopterus sp. JMM09,Chaetopterus sp. JMM09,Eukaryota,98.722,313,313,658,4,0,0,1,313,346,658,"Chaetopterus sp. JMM09 voucher UF:Invertebrate Zoology:5509-Annelida cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",3.94E-151,547,100,100
Zotu226,gi|1934895400|gb|MW277980.1|,2790727,Chaetopterus sp. JMM09,Chaetopterus sp. JMM09,Eukaryota,98.722,313,313,658,4,0,0,1,313,346,658,"Chaetopterus sp. JMM09 voucher UF:Invertebrate Zoology:5418-Annelida cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",3.94E-151,547,100,100
Zotu226,gi|1934895396|gb|MW277978.1|,2790727,Chaetopterus sp. JMM09,Chaetopterus sp. JMM09,Eukaryota,98.722,313,313,658,4,0,0,1,313,346,658,"Chaetopterus sp. JMM09 voucher UF:Invertebrate Zoology:5416-Annelida cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",3.94E-151,547,100,100
Zotu226,gi|1934895364|gb|MW277962.1|,2790727,Chaetopterus sp. JMM09,Chaetopterus sp. JMM09,Eukaryota,98.722,313,313,658,4,0,0,1,313,346,658,"Chaetopterus sp. JMM09 voucher UF:Invertebrate Zoology:5405-Annelida cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",3.94E-151,547,100,100
Zotu226,gi|1229034147|gb|KX896502.1|,2606724,Chaetopterus cf. longipes JM-2019,Chaetopterus cf. longipes JM-2019,Eukaryota,98.403,313,313,658,5,0,0,1,313,346,658,"Chaetopterus cf. longipes JM-2019 voucher SIO-BIC A3625 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial",1.68E-149,543,100,100
Zotu246,gi|608606465|gb|KF962169.1|,1483212,Pennaria sp. JRH-2014,Pennaria sp. JRH-2014,Eukaryota,99.681,313,313,689,1,0,0,1,313,361,673,"Pennaria sp. JRH-2014 voucher XMPS1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",6.25E-155,561,100,100
Zotu251,gi|2058712005|gb|MZ457353.1|,2805958,Zancleopsis dichotoma,Zancleopsis dichotoma,Eukaryota,98.083,313,313,635,6,0,0,1,313,315,627,"Zancleopsis dichotoma isolate DNA1522 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",2.04E-148,538,100,100
Zotu251,gi|2058712007|gb|MZ457354.1|,2805958,Zancleopsis dichotoma,Zancleopsis dichotoma,Eukaryota,97.764,313,313,635,7,0,0,1,313,315,627,"Zancleopsis dichotoma isolate DNA1523 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",8.69E-147,534,100,100
Zotu251,gi|2058712009|gb|MZ457355.1|,2805958,Zancleopsis dichotoma,Zancleopsis dichotoma,Eukaryota,97.444,313,313,635,8,0,0,1,313,315,627,"Zancleopsis dichotoma isolate DNA1563 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.06E-145,529,100,100
Zotu262,gi|2125174950|gb|MT635133.1|,1168138,Dendostrea sandvichensis,Dendostrea sandvichensis,Eukaryota,100,304,304,16338,0,0,0,1,304,453,756,"Dendostrea sandvichensis mitochondrion, complete genome",1.09E-151,549,100,100
Zotu262,gi|2020513531|gb|MW843009.1|,74448,Dendostrea frons,Dendostrea frons,Eukaryota,100,304,304,613,0,0,0,1,304,294,597,"Dendostrea frons voucher P1-23-2018 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.09E-151,549,100,100
Zotu262,gi|1934895134|gb|MW277847.1|,2790775,Ostreidae sp. HAW01,Ostreidae sp. HAW01,Eukaryota,99.671,304,304,649,1,0,0,1,304,346,649,"Ostreidae sp. HAW01 voucher UF:Invertebrate Zoology:508018-Mollusca cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",4.65E-150,545,100,100
Zotu262,gi|1934896832|gb|MW278695.1|,2790775,Ostreidae sp. HAW01,Ostreidae sp. HAW01,Eukaryota,98.355,304,304,649,5,0,0,1,304,346,649,"Ostreidae sp. HAW01 voucher UF:Invertebrate Zoology:508565-Mollusca cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.25E-144,526,100,100
Zotu262,gi|1934896034|gb|MW278296.1|,2790775,Ostreidae sp. HAW01,Ostreidae sp. HAW01,Eukaryota,98.355,304,304,649,5,0,0,1,304,346,649,"Ostreidae sp. HAW01 voucher UF:Invertebrate Zoology:508274-Mollusca cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.25E-144,526,100,100
Zotu262,gi|1631961173|gb|MH197043.1|,74448,Dendostrea frons,Dendostrea frons,Eukaryota,98.026,304,304,397,6,0,0,1,304,80,383,"Dendostrea frons isolate Port Papeete-2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",1.52E-143,522,100,100
Zotu262,gi|1935524151|gb|MW284785.1|,2790775,Ostreidae sp. HAW01,Ostreidae sp. HAW01,Eukaryota,98.026,304,304,649,6,0,0,1,304,346,649,"Ostreidae sp. HAW01 voucher UF:Invertebrate Zoology:508000-Mollusca cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.52E-143,522,100,100
Zotu273,gi|1560042958|dbj|LC406275.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,100,313,313,1080,0,0,0,1,313,303,615,"Echinometra mathaei S292 mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds",1.47E-156,565,100,100
Zotu273,gi|1560042920|dbj|LC406276.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,100,313,313,1080,0,0,0,1,313,303,615,"Echinometra mathaei S302 mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds",1.47E-156,565,100,100
Zotu273,gi|1560042916|dbj|LC406268.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,100,313,313,1080,0,0,0,1,313,303,615,"Echinometra mathaei S112 mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds",1.47E-156,565,100,100
Zotu273,gi|1934895308|gb|MW277934.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Echinometra mathaei voucher UF:Invertebrate Zoology:18276-Echinodermata cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu273,gi|30523157|gb|AY262912.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,100,313,313,1083,0,0,0,1,313,309,621,"Echinometra mathaei isolate MDm2 cytochrome oxidase subunit I gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu273,gi|30523113|gb|AY262890.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,100,313,313,1073,0,0,0,1,313,299,611,"Echinometra mathaei isolate Gm8 cytochrome oxidase subunit I gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu273,gi|386289851|gb|JQ742945.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,99.681,313,313,942,1,0,0,1,313,257,569,"Echinometra mathaei clone SY120371 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial",6.25E-155,561,100,100
Zotu273,gi|30523163|gb|AY262915.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,99.681,313,313,1083,1,0,0,1,313,309,621,"Echinometra mathaei isolate MDm7 cytochrome oxidase subunit I gene, partial cds; mitochondrial",6.25E-155,561,100,100
Zotu273,gi|30523161|gb|AY262914.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,99.681,313,313,1082,1,0,0,1,313,308,620,"Echinometra mathaei isolate MDm4 cytochrome oxidase subunit I gene, partial cds; mitochondrial",6.25E-155,561,100,100
Zotu273,gi|1560042956|dbj|LC406271.1|,31178,Echinometra mathaei,Echinometra mathaei,Eukaryota,99.042,313,313,1080,3,0,0,1,313,303,615,"Echinometra mathaei S172 mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds",3.24E-152,552,100,100
Zotu289,gi|1934895146|gb|MW277853.1|,2790855,Ophiactis aff. savignyi HAW01,Ophiactis aff. savignyi HAW01,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Ophiactis aff. savignyi HAW01 voucher UF:Invertebrate Zoology:18274-Echinodermata cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu289,gi|1934895076|gb|MW277818.1|,2790855,Ophiactis aff. savignyi HAW01,Ophiactis aff. savignyi HAW01,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Ophiactis aff. savignyi HAW01 voucher UF:Invertebrate Zoology:18271-Echinodermata cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu289,gi|1189399905|gb|KY262937.1|,1984031,Ophiactis sp. C_0013,Ophiactis sp. C_0013,Eukaryota,99.042,313,313,657,3,0,0,1,313,345,657,"Ophiactis sp. C_0013 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",3.24E-152,552,100,100
Zotu289,gi|1189399203|gb|KY262586.1|,1984037;1984039;1984040;1984041;1984042;1984043;1984044;1984045;1984046;1984047;1984048;1984049;1984050;1984051;1984052;1984053;1984054;1984055;1984056;1984057;1984059;1984060,Ophiactis sp. C_1281;Ophiactis sp. C_1283;Ophiactis sp. C_1284;Ophiactis sp. C_1285;Ophiactis sp. C_1286;Ophiactis sp. C_1287;Ophiactis sp. C_1288;Ophiactis sp. C_1289;Ophiactis sp. C_1290;Ophiactis sp. C_1291;Ophiactis sp. C_1292;Ophiactis sp. C_1293;Ophiactis sp. C_1294;Ophiactis sp. C_1295;Ophiactis sp. C_1296;Ophiactis sp. C_1297;Ophiactis sp. C_1298;Ophiactis sp. C_1299;Ophiactis sp. C_1300;Ophiactis sp. C_1301;Ophiactis sp. C_1303;Ophiactis sp. C_1332,Ophiactis sp. C_1281;Ophiactis sp. C_1283;Ophiactis sp. C_1284;Ophiactis sp. C_1285;Ophiactis sp. C_1286;Ophiactis sp. C_1287;Ophiactis sp. C_1288;Ophiactis sp. C_1289;Ophiactis sp. C_1290;Ophiactis sp. C_1291;Ophiactis sp. C_1292;Ophiactis sp. C_1293;Ophiactis sp. C_1294;Ophiactis sp. C_1295;Ophiactis sp. C_1296;Ophiactis sp. C_1297;Ophiactis sp. C_1298;Ophiactis sp. C_1299;Ophiactis sp. C_1300;Ophiactis sp. C_1301;Ophiactis sp. C_1303;Ophiactis sp. C_1332,Eukaryota,99.042,313,313,657,3,0,0,1,313,345,657,"Ophiactis sp. C_1298 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",3.24E-152,552,100,100
Zotu289,gi|1015633780|gb|KU895149.1|,154024,Ophiactis savignyi,Ophiactis savignyi,Eukaryota,99.042,313,313,1431,3,0,0,1,313,393,705,"Ophiactis savignyi isolate F166029 cytochrome oxidase subunit I gene, partial cds; mitochondrial",3.24E-152,552,100,100
Zotu289,gi|1402365592|gb|MH339388.1|,2230350,Ophiuroidea sp. IOP_0647,Ophiuroidea sp. IOP_0647,Eukaryota,98.722,313,313,658,4,0,0,1,313,346,658,"Ophiuroidea sp. IOP_0647 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",3.94E-151,547,100,100
Zotu289,gi|1189400707|gb|KY263338.1|,1984032,Ophiactis sp. C_0024,Ophiactis sp. C_0024,Eukaryota,98.722,313,313,657,4,0,0,1,313,345,657,"Ophiactis sp. C_0024 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",3.94E-151,547,100,100
Zotu289,gi|1189399763|gb|KY262866.1|,1984033,Ophiactis sp. C_0332,Ophiactis sp. C_0332,Eukaryota,98.722,313,313,657,4,0,0,1,313,345,657,"Ophiactis sp. C_0332 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",3.94E-151,547,100,100
Zotu289,gi|2375506707|gb|OP898156.1|,154024,Ophiactis savignyi,Ophiactis savignyi,Eukaryota,98.722,313,313,658,4,0,0,1,313,346,658,"Ophiactis savignyi voucher AB42608961 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",3.94E-151,547,100,100
Zotu289,gi|1329725880|gb|MF989377.1|,154024,Ophiactis savignyi,Ophiactis savignyi,Eukaryota,98.403,313,313,654,5,0,0,1,313,177,489,"Ophiactis savignyi isolate NBE3331 cytochrome c oxidase subunit I gene, partial cds; mitochondrial",1.68E-149,543,100,100
Zotu303,gi|294847438|gb|HM048841.1|,46714,Lobactis scutaria,Lobactis scutaria,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Lobactis scutaria voucher AG9 cytochrome oxidase subunit I gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu303,gi|1934895716|gb|MW278138.1|,486207,Pleuractis granulosa,Pleuractis granulosa,Eukaryota,99.681,313,313,658,1,0,0,1,313,346,658,"Pleuractis granulosa voucher UF:Invertebrate Zoology:12825-Cnidaria cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",6.25E-155,561,100,100
Zotu303,gi|1778432160|gb|MN690391.1|,371664,Podabacia crustacea,Podabacia crustacea,Eukaryota,99.361,313,313,677,2,0,0,1,313,348,660,"Podabacia crustacea isolate IP0339 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",7.61E-154,556,100,100
Zotu303,gi|2289620951|gb|MW792050.1|,2974885,Polycyathus sp. KI18CR011,Polycyathus sp. KI18CR011,Eukaryota,99.361,313,313,695,2,0,0,1,313,368,680,"Polycyathus sp. KI18CR011 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",7.61E-154,556,100,100
Zotu303,gi|530445812|emb|HE978509.1|,1223805,Craterastrea levis,Craterastrea levis,Eukaryota,99.361,313,313,654,2,0,0,1,313,300,612,"Craterastrea levis mitochondrial partial COI gene for cytochrome oxidase subunit 1, specimen voucher MY305",7.61E-154,556,100,100
Zotu303,gi|2032037277|gb|MT576637.1|,371654,Psammocora nierstraszi,Psammocora nierstraszi,Eukaryota,99.361,313,313,16274,2,0,0,1,313,14070,14382,"Psammocora nierstraszi voucher D17 mitochondrion, complete genome",7.61E-154,556,100,100
Zotu303,gi|294847440|gb|HM048842.1|,213643,Psammocora contigua,Psammocora contigua,Eukaryota,99.361,313,313,658,2,0,0,1,313,346,658,"Psammocora contigua voucher AG10 cytochrome oxidase subunit I gene, partial cds; mitochondrial",7.61E-154,556,100,100
Zotu303,gi|1778432156|gb|MN690389.1|,371651,Coscinaraea columna,Coscinaraea columna,Eukaryota,99.042,313,313,678,3,0,0,1,313,354,666,"Coscinaraea columna isolate IP0331 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",3.24E-152,552,100,100
Zotu303,gi|537469648|gb|KC706675.1|,1911064,Lithophyllon concinna,Lithophyllon concinna,Eukaryota,99.042,313,313,313,3,0,0,1,313,1,313,"Lithophyllon concinna voucher BMOO-10498 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",3.24E-152,552,100,100
Zotu303,gi|401662167|emb|HE654605.1|,541171,Leptastrea pruinosa,Leptastrea pruinosa,Eukaryota,99.042,313,313,629,3,0,0,1,313,303,615,"Leptastrea pruinosa mitochondrial partial COI gene for cytochrome oxidase subunit 1, specimen voucher BA068",3.24E-152,552,100,100
Zotu306,gi|1913154955|gb|MW059101.1|,2773025,Terpios sp. 1 JV-2020,Terpios sp. 1 JV-2020,Eukaryota,100,313,313,1212,0,0,0,1,313,366,678,"Terpios sp. 1 JV-2020 voucher KBOA0927174 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu306,gi|1625814625|gb|MK833926.1|,2572794,Halichondriidae sp. DGM-2019,Halichondriidae sp. DGM-2019,Eukaryota,99.042,313,313,658,3,0,0,1,313,346,658,"Halichondriidae sp. DGM-2019 voucher USNM:IZ:1526893 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",3.24E-152,552,100,100
Zotu306,gi|1625814623|gb|MK833925.1|,2572794,Halichondriidae sp. DGM-2019,Halichondriidae sp. DGM-2019,Eukaryota,99.042,313,313,659,3,0,0,1,313,346,658,"Halichondriidae sp. DGM-2019 voucher USNM:IZ:1526885 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",3.24E-152,552,100,100
Zotu310,gi|684940000|gb|KJ946451.1|,1544976,Dendostrea sp. MO-2014,Dendostrea sp. MO-2014,Eukaryota,99.013,304,304,649,3,0,0,1,304,346,649,"Dendostrea sp. MO-2014 voucher BAU1419 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",2.41E-147,535,100,100
Zotu310,gi|684939954|gb|KJ946446.1|,1544976,Dendostrea sp. MO-2014,Dendostrea sp. MO-2014,Eukaryota,98.355,304,304,649,5,0,0,1,304,346,649,"Dendostrea sp. MO-2014 voucher BAU1414 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",1.25E-144,526,100,100
Zotu310,gi|684939991|gb|KJ946450.1|,1544976,Dendostrea sp. MO-2014,Dendostrea sp. MO-2014,Eukaryota,98.026,304,304,649,6,0,0,1,304,346,649,"Dendostrea sp. MO-2014 voucher BAU1418 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",1.52E-143,522,100,100
Zotu310,gi|684940009|gb|KJ946452.1|,1544976,Dendostrea sp. MO-2014,Dendostrea sp. MO-2014,Eukaryota,97.368,304,304,649,8,0,0,1,304,346,649,"Dendostrea sp. MO-2014 voucher BAU1417 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",7.87E-141,513,100,100
Zotu349,gi|1609443617|gb|MK086006.1|,1461544,Chloropicon roscoffensis,Chloropicon roscoffensis,Eukaryota,99.681,313,313,38935,1,0,0,1,313,31254,31566,"Chloropicon roscoffensis mitochondrion, complete genome",6.25E-155,561,100,100
Zotu349,gi|1693285172|ref|NC_042599.1|,1461544,Chloropicon roscoffensis,Chloropicon roscoffensis,Eukaryota,99.681,313,313,38736,1,0,0,1,313,30850,31162,"Chloropicon roscoffensis culture RCC:1871 mitochondrion, complete genome",6.25E-155,561,100,100
Zotu355,gi|1229034185|gb|KX896521.1|,2025195,Phyllochaetopterus cf. verrilli JM-2017,Phyllochaetopterus cf. verrilli JM-2017,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Phyllochaetopterus cf. verrilli JM-2017 voucher UF:3385 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu355,gi|1229034177|gb|KX896517.1|,2025195,Phyllochaetopterus cf. verrilli JM-2017,Phyllochaetopterus cf. verrilli JM-2017,Eukaryota,100,313,313,658,0,0,0,1,313,346,658,"Phyllochaetopterus cf. verrilli JM-2017 voucher UF:1955 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu355,gi|78057705|gb|DQ209250.1|,352253,Phyllochaetopterus sp. 2 KJO-2005,Phyllochaetopterus sp. 2 KJO-2005,Eukaryota,99.681,313,313,711,1,0,0,1,313,372,684,"Phyllochaetopterus sp. 2 KJO-2005 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",6.25E-155,561,100,100
Zotu377,gi|319412263|gb|HQ840955.1|,227086,Bigelowiella natans,Bigelowiella natans,Eukaryota,98.083,313,313,36375,6,0,0,1,313,3777,4089,"Bigelowiella natans culture-collection CCMP:621 mitochondrion, partial genome",2.04E-148,538,100,100
Zotu377,gi|260766527|gb|GQ896380.1|,227086,Bigelowiella natans,Bigelowiella natans,Eukaryota,98.083,313,313,1569,6,0,0,1,313,447,759,"Bigelowiella natans strain CCMP 2755 cytochrome oxidase subunit 1 gene, complete cds; mitochondrial",2.04E-148,538,100,100
Zotu403,gi|1934894816|gb|MW277689.1|,1606861,Etisus laevimanus,Etisus laevimanus,Eukaryota,99.681,313,313,658,1,0,0,1,313,346,658,"Etisus laevimanus voucher UF:Invertebrate Zoology:45449-Arthropoda cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",6.25E-155,561,100,100
Zotu403,gi|1934896966|gb|MW278762.1|,2790892,Etisus cf. laevimanus CC-2020,Etisus cf. laevimanus CC-2020,Eukaryota,99.361,313,313,658,2,0,0,1,313,346,658,"Etisus cf. laevimanus CC-2020 voucher UF:Invertebrate Zoology:45988-Arthropoda cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",7.61E-154,556,100,100
Zotu403,gi|1934895895|gb|MW278227.1|,1606861,Etisus laevimanus,Etisus laevimanus,Eukaryota,99.042,313,313,658,3,0,0,1,313,346,658,"Etisus laevimanus voucher UF:Invertebrate Zoology:45733-Arthropoda cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",3.24E-152,552,100,100
Zotu407,gi|1851827339|gb|MT586742.1|,2070864,Gelliodes wilsoni,Gelliodes wilsoni,Eukaryota,100,313,313,1167,0,0,0,1,313,327,639,"Gelliodes wilsoni cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu407,gi|1330565662|gb|KY565327.1|,2070864,Gelliodes wilsoni,Gelliodes wilsoni,Eukaryota,100,313,313,1038,0,0,0,1,313,310,622,"Gelliodes wilsoni isolate SPO28 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu407,gi|1330565658|gb|KY565325.1|,2070871,Gelliodes aff. carnosa LNP-2018,Gelliodes aff. carnosa LNP-2018,Eukaryota,100,313,313,1064,0,0,0,1,313,306,618,"Gelliodes aff. carnosa LNP-2018 isolate SPO24 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu407,gi|1330565636|gb|KY565314.1|,2070864,Gelliodes wilsoni,Gelliodes wilsoni,Eukaryota,100,313,313,1050,0,0,0,1,313,322,634,"Gelliodes wilsoni isolate SPO10 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",1.47E-156,565,100,100
Zotu407,gi|1913154861|gb|MW059054.1|,2070864,Gelliodes wilsoni,Gelliodes wilsoni,Eukaryota,100,313,313,819,0,0,0,1,313,303,615,"Gelliodes wilsoni voucher KBOA061118180 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",1.47E-156,565,100,100
